ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
15214,500000,2,1,2,27,0,0,-1,-1,-2,-1
15215,200000,2,1,2,28,1,-2,-2,-1,-1,0
15216,160000,2,2,2,28,-1,-1,-1,0,0,0
15217,80000,2,2,2,44,0,-1,-1,-2,-2,-2
15218,20000,2,2,2,39,0,0,0,0,0,0
15219,110000,2,3,2,41,1,2,0,0,0,0
15220,30000,2,2,1,38,-1,-1,-2,-1,0,-1
15221,140000,2,2,1,31,1,-2,-1,-1,-2,-2
15222,150000,2,2,1,32,0,0,0,0,0,-1
15223,140000,2,2,2,33,0,0,0,0,0,0
15224,460000,2,2,2,35,0,0,0,0,0,0
15225,60000,2,2,2,28,0,0,0,0,0,0
15226,90000,2,3,1,40,1,2,2,3,2,2
15227,130000,2,6,1,44,2,2,2,2,0,0
15228,300000,2,2,2,28,0,0,0,0,0,0
15229,130000,2,2,1,29,1,2,2,2,2,2
15230,160000,2,2,1,29,-1,-1,-1,-1,-1,-1
15231,20000,2,2,2,36,0,0,0,0,0,2
15232,20000,2,3,1,42,2,2,2,0,0,0
15233,210000,2,1,2,34,-1,-1,-1,-1,-1,-1
15234,100000,2,2,1,38,0,0,0,2,2,2
15235,120000,2,1,1,43,0,0,0,0,0,2
15236,60000,2,3,1,41,0,0,0,0,0,0
15237,30000,2,2,2,26,2,2,2,2,0,0
15238,290000,2,1,1,30,0,0,0,0,0,0
15239,260000,2,2,2,34,0,0,0,0,0,0
15240,130000,2,3,1,34,0,0,2,0,0,0
15241,180000,2,2,1,42,1,-2,-2,-2,-2,-2
15242,80000,2,2,1,36,0,0,0,0,0,0
15243,70000,2,2,1,38,0,0,0,0,0,0
15244,290000,2,2,2,34,0,0,0,0,0,0
15245,80000,2,2,1,37,-1,0,0,2,2,2
15246,300000,2,2,1,27,-2,-2,-2,-2,-2,-2
15247,200000,2,1,1,28,0,0,0,0,0,0
15248,30000,2,1,2,29,0,0,0,0,2,0
15249,240000,2,1,2,35,0,0,0,0,0,0
15250,500000,2,1,1,35,-1,-1,-1,-1,0,0
15251,30000,2,2,1,45,2,0,0,0,0,0
15252,180000,2,1,2,28,2,2,2,2,0,0
15253,180000,2,2,1,31,-2,-2,-2,-2,-2,-2
15254,180000,2,1,2,37,0,0,0,0,0,0
15255,260000,2,2,2,26,0,0,0,0,0,0
15256,80000,2,2,2,33,-1,-1,-2,-1,0,0
15257,400000,2,2,2,38,-2,-2,-2,-2,-1,0
15258,360000,2,3,2,27,-2,-2,-2,-2,-2,-1
15259,130000,2,1,2,29,1,-2,-2,-2,-2,-2
15260,50000,2,2,2,35,0,0,0,0,0,0
15261,290000,2,2,2,29,-1,0,0,0,0,0
15262,360000,2,1,1,38,-1,-1,-1,-1,-1,0
15263,240000,2,2,2,29,0,0,0,0,0,0
15264,80000,2,3,1,41,0,0,0,0,0,0
15265,230000,2,2,2,32,1,-2,-2,-1,-1,-1
15266,230000,2,1,1,39,0,0,0,0,0,0
15267,330000,2,2,1,37,-1,-1,-1,-1,0,0
15268,30000,2,2,1,34,1,2,2,0,0,0
15269,120000,2,2,1,33,0,0,0,0,0,0
15270,60000,2,5,1,30,-2,-2,-2,-2,-2,-2
15271,230000,2,2,1,42,-2,-2,-2,-2,-2,-2
15272,330000,2,2,1,43,1,-1,-1,-2,-2,-2
15273,380000,2,2,1,44,-1,-1,-2,-1,0,-1
15274,150000,2,1,2,27,-1,-1,-1,-1,0,-1
15275,170000,2,3,2,29,0,0,0,0,0,0
15276,200000,2,2,1,30,-1,2,-1,-1,-1,-1
15277,200000,2,2,1,31,0,0,0,0,0,0
15278,260000,2,2,1,32,0,0,0,0,0,0
15279,430000,2,2,1,47,-1,-1,-1,-1,-1,-1
15280,20000,2,2,1,46,1,2,2,2,0,0
15281,200000,2,2,1,30,0,0,0,0,0,0
15282,290000,2,1,2,31,-2,-2,-2,-2,-2,-2
15283,240000,2,1,2,28,0,0,0,0,0,0
15284,290000,2,1,1,34,-1,-1,-1,-1,-1,-1
15285,490000,2,1,2,41,0,0,0,0,0,0
15286,230000,2,1,1,39,-2,-2,-2,-2,-2,-2
15287,290000,2,2,2,26,0,0,0,0,0,0
15288,20000,2,3,2,28,-1,2,2,2,-1,-1
15289,300000,2,1,2,28,0,0,0,-1,-1,-2
15290,130000,2,2,1,48,-1,-1,-1,2,0,-1
15291,150000,2,2,1,37,0,0,0,0,0,0
15292,50000,2,2,1,37,0,0,0,0,0,0
15293,200000,2,2,1,45,-2,-2,-2,-2,-2,-2
15294,180000,2,2,1,47,-1,-1,-1,-1,-1,0
15295,300000,2,1,1,43,-1,-1,-2,-1,-1,-1
15296,30000,2,2,3,41,1,2,2,2,2,2
15297,420000,2,3,1,44,1,-1,0,0,0,-1
15298,320000,2,2,2,42,-1,-1,-1,-1,-1,0
15299,380000,2,1,2,31,0,0,2,0,0,0
15300,270000,2,3,1,43,0,0,0,0,0,0
15301,150000,2,2,1,40,0,0,0,0,0,0
15302,180000,2,2,1,46,0,0,0,0,0,0
15303,180000,2,2,2,29,-2,-2,-2,-2,-2,-2
15304,140000,2,3,1,41,0,0,0,0,0,0
15305,90000,2,3,1,38,-1,0,0,0,0,0
15306,100000,2,2,1,33,0,0,0,0,-2,-2
15307,60000,2,2,1,34,-1,2,2,2,2,-1
15308,140000,2,2,2,42,0,0,0,2,0,0
15309,50000,2,3,1,43,1,2,2,2,2,0
15310,140000,2,1,1,39,1,-1,-1,-1,-1,0
15311,230000,2,2,2,31,1,2,0,0,0,2
15312,240000,2,3,2,37,1,-2,-1,-1,-1,-1
15313,180000,2,1,1,46,0,0,-2,-2,-2,-2
15314,80000,2,3,1,39,0,0,0,0,0,0
15315,150000,2,1,1,37,0,0,0,0,0,0
15316,300000,2,1,2,35,1,-2,-2,-2,-1,-1
15317,420000,2,1,1,45,2,0,0,0,0,0
15318,60000,2,1,2,31,-1,-1,-1,-1,-2,-2
15319,30000,2,3,1,48,0,0,0,0,0,0
15320,210000,2,1,2,37,-1,-1,-1,-1,0,0
15321,170000,2,2,2,38,-2,-2,-2,-2,-2,-2
15322,270000,2,2,1,44,0,0,-1,0,0,0
15323,120000,2,1,2,39,-1,-1,-2,-2,-2,-2
15324,150000,2,3,2,42,0,0,0,0,-1,-1
15325,150000,2,1,2,37,-1,-1,-1,-1,-1,-1
15326,240000,2,2,1,35,-2,-2,-2,-2,-2,-2
15327,130000,2,3,3,43,-1,0,-1,-1,0,-1
15328,150000,2,3,1,38,0,0,0,0,0,0
15329,20000,2,1,1,37,0,0,0,0,0,0
15330,390000,2,1,2,33,-2,-2,-2,-2,-2,-2
15331,270000,2,2,1,39,0,0,0,0,0,0
15332,180000,2,1,1,45,-1,2,-1,-1,-1,-1
15333,200000,2,1,2,30,0,0,0,0,0,0
15334,180000,2,2,2,37,-1,-1,-2,-2,-2,-2
15335,330000,2,1,2,39,0,0,0,0,0,0
15336,140000,2,1,2,40,0,0,-1,0,0,-2
15337,220000,2,2,1,34,-1,-1,-1,-1,-1,-1
15338,400000,2,1,1,40,-1,-1,-1,-1,-1,-1
15339,150000,2,2,1,36,0,0,0,0,0,0
15340,200000,2,2,1,36,2,2,-2,-2,-2,-2
15341,30000,2,2,1,43,-1,-1,0,0,0,0
15342,170000,2,2,2,30,0,0,0,0,0,0
15343,180000,2,2,1,30,1,2,-1,0,0,0
15344,300000,2,2,1,31,0,0,0,-1,-1,-1
15345,100000,2,2,2,32,0,0,0,2,0,0
15346,500000,2,1,1,38,-1,0,-1,0,0,0
15347,80000,2,3,1,40,0,0,0,0,0,0
15348,60000,2,2,2,40,0,0,0,0,0,0
15349,50000,2,2,1,37,0,0,0,0,0,-1
15350,500000,2,3,1,48,-1,-1,0,0,0,-1
15351,50000,2,3,3,37,2,2,2,2,2,2
15352,160000,2,3,1,44,0,-1,-1,2,2,2
15353,180000,2,2,1,46,1,-2,-2,-2,-2,-2
15354,520000,2,1,1,46,1,2,2,0,0,2
15355,160000,2,1,1,33,-1,-1,-1,-1,-1,-1
15356,380000,2,1,1,35,-1,-1,-1,-1,-1,-1
15357,440000,2,2,1,33,0,0,0,2,0,0
15358,280000,2,1,2,33,2,0,0,0,0,0
15359,130000,2,2,1,35,0,0,0,0,0,0
15360,250000,2,2,1,31,1,-2,-2,-1,-1,-1
15361,360000,2,2,1,39,1,-1,-1,-1,-1,-1
15362,470000,2,2,2,36,-1,-1,-1,-1,0,-1
15363,330000,2,2,1,29,0,0,0,0,0,0
15364,240000,2,2,1,42,-1,-1,-1,-1,-1,-1
15365,360000,2,1,1,48,-1,-1,-2,-1,-1,-1
15366,80000,2,3,2,40,2,2,0,0,0,0
15367,280000,2,1,2,29,0,0,0,0,0,0
15368,60000,2,1,1,38,1,-1,3,2,-1,-1
15369,220000,2,1,1,44,2,2,0,0,0,2
15370,140000,2,2,1,45,0,0,0,0,2,2
15371,230000,2,1,2,29,0,0,-1,-1,0,0
15372,360000,2,1,1,30,1,-1,-1,-1,-1,-1
15373,390000,2,1,2,30,0,0,0,0,0,0
15374,280000,2,2,1,32,0,0,0,0,0,0
15375,310000,2,3,2,32,0,0,0,0,0,0
15376,500000,2,2,1,33,0,0,0,0,0,0
15377,230000,2,2,2,39,0,0,0,0,0,0
15378,30000,2,3,1,41,-2,-2,-2,-2,-2,-2
15379,120000,2,5,1,41,-2,-2,-2,-2,-2,-2
15380,200000,2,2,2,43,-2,-2,-2,-2,-2,-2
15381,390000,2,1,2,30,0,0,0,0,0,0
15382,200000,2,1,2,30,0,0,0,0,0,0
15383,600000,2,2,1,38,1,2,0,0,0,0
15384,20000,2,3,1,45,2,2,3,2,2,0
15385,140000,2,2,1,48,0,0,0,0,0,0
15386,90000,2,2,1,34,-1,2,-1,-1,-2,-2
15387,20000,2,3,1,44,0,0,0,0,0,0
15388,30000,2,6,1,45,0,0,0,0,0,0
15389,250000,2,1,2,35,0,0,0,0,0,0
15390,350000,2,2,2,33,0,0,0,0,0,0
15391,150000,2,2,1,49,-1,-1,0,-1,-1,-1
15392,300000,2,2,2,42,0,0,0,0,0,0
15393,50000,2,3,1,53,0,0,0,0,0,0
15394,390000,2,3,1,58,-2,-2,-2,-2,-2,-2
15395,120000,2,3,2,53,-1,2,-1,-1,0,-1
15396,140000,2,3,2,53,0,0,0,0,0,0
15397,80000,2,3,1,51,0,0,0,0,0,0
15398,50000,2,3,1,55,0,0,0,0,0,0
15399,140000,2,2,2,49,-2,-2,-2,-2,-2,-2
15400,330000,2,2,1,50,-2,-2,-2,-2,-2,-2
15401,280000,2,2,1,49,2,2,2,0,0,0
15402,470000,2,2,1,49,0,-1,-1,-1,-1,-1
15403,100000,2,5,1,54,0,0,0,0,0,0
15404,160000,2,3,1,53,0,0,0,0,0,0
15405,320000,2,3,1,51,-1,-1,-1,-1,-1,0
15406,130000,2,3,1,49,0,0,-2,-2,-2,-2
15407,50000,2,3,1,53,2,2,2,2,0,0
15408,540000,2,2,1,50,0,0,0,0,0,0
15409,50000,2,5,2,48,0,0,0,0,0,0
15410,140000,2,2,1,48,0,0,0,0,0,0
15411,50000,2,2,1,53,0,0,0,0,0,0
15412,360000,2,2,1,69,-2,-2,-2,-2,-2,-2
15413,420000,2,1,1,45,1,-1,-1,-1,-1,0
15414,360000,2,1,1,51,-2,-2,-2,-2,-2,-2
15415,110000,2,3,1,63,-1,-1,-1,-1,-1,-1
15416,170000,2,1,1,52,-2,-1,0,0,-1,-1
15417,350000,2,1,3,53,1,-2,-2,-2,-2,-1
15418,240000,2,2,1,56,2,0,0,0,0,0
15419,240000,2,2,2,51,-2,-2,-2,-2,-2,-2
15420,80000,2,2,1,57,1,-1,-1,-2,-2,-1
15421,60000,2,3,1,59,-1,-1,-1,-1,-1,-1
15422,220000,2,2,1,53,2,0,0,0,0,0
15423,500000,2,1,2,54,0,0,0,0,0,0
15424,20000,1,2,2,24,0,0,2,0,0,0
15425,360000,1,2,1,27,3,2,2,0,0,0
15426,300000,2,2,1,53,0,0,0,0,0,-1
15427,60000,1,2,2,38,0,0,0,0,-2,-2
15428,360000,1,2,1,30,3,2,2,2,2,2
15429,50000,1,2,2,23,0,0,0,0,0,0
15430,130000,1,2,1,24,0,0,2,0,0,0
15431,50000,1,1,1,24,0,0,0,0,0,0
15432,150000,1,2,2,28,0,0,0,0,0,0
15433,30000,1,1,2,24,0,0,0,0,0,0
15434,350000,1,1,2,29,0,0,0,0,0,0
15435,50000,1,2,2,25,0,0,-1,-1,0,0
15436,20000,1,2,2,23,0,0,0,2,0,0
15437,20000,1,2,2,23,1,-2,-2,-2,-1,0
15438,180000,1,1,2,26,-2,-2,-2,-2,-2,-1
15439,50000,1,3,2,26,1,-2,-2,-2,-2,-2
15440,150000,1,2,2,26,1,2,0,0,0,0
15441,120000,1,1,2,27,0,0,0,0,0,0
15442,20000,1,2,2,27,0,0,-1,-1,0,0
15443,60000,1,2,2,24,-1,-1,-1,0,0,-1
15444,80000,1,3,2,28,1,2,2,0,0,0
15445,50000,1,3,2,30,0,0,0,0,-2,-2
15446,50000,1,1,2,25,0,0,2,2,2,0
15447,30000,1,2,2,22,0,0,0,0,0,0
15448,20000,1,2,2,26,0,0,2,2,0,0
15449,50000,1,2,2,27,-2,-2,-2,-2,-2,-2
15450,150000,1,1,2,25,0,0,0,0,0,0
15451,50000,1,2,1,26,1,-2,-2,-1,-1,-1
15452,500000,1,1,2,28,0,0,0,0,0,0
15453,120000,1,1,2,27,0,0,2,0,0,0
15454,260000,1,1,2,27,0,0,0,0,0,0
15455,20000,1,2,2,23,2,2,2,0,0,-2
15456,20000,1,2,2,24,1,2,0,0,0,0
15457,200000,1,1,2,29,-2,-2,-2,-2,-2,-2
15458,80000,1,3,1,31,1,-2,-2,-2,-2,-2
15459,160000,1,2,2,28,-2,-2,-2,-2,-2,-2
15460,200000,1,1,2,28,-1,2,2,-2,-2,-2
15461,90000,1,2,2,29,0,0,0,0,0,0
15462,20000,1,3,2,41,1,2,-1,-1,-1,-1
15463,120000,1,2,2,36,-1,-1,-1,-1,-1,-1
15464,490000,1,1,2,35,0,0,0,0,0,0
15465,290000,1,2,1,38,-1,-1,-1,-1,-1,0
15466,160000,1,3,2,30,0,0,0,0,-2,-2
15467,220000,1,1,2,30,2,0,0,0,0,0
15468,290000,1,2,1,38,0,0,0,0,0,0
15469,360000,1,1,1,37,-2,-2,-2,-2,-2,-2
15470,120000,1,2,2,40,2,2,2,2,2,2
15471,360000,1,1,2,30,0,0,0,0,0,0
15472,80000,1,3,1,33,-1,-1,-1,-1,-1,-1
15473,420000,1,2,1,37,-1,-1,0,0,0,0
15474,360000,1,1,1,39,0,0,-2,-2,-2,-2
15475,230000,1,2,1,45,0,0,0,0,0,0
15476,50000,1,3,1,46,1,2,2,2,-2,-2
15477,60000,1,2,1,48,0,0,0,0,0,-1
15478,200000,1,2,2,30,0,0,0,0,0,0
15479,480000,1,2,1,30,-1,-1,-1,-1,-1,-1
15480,360000,1,3,1,32,-2,-2,-2,-2,-2,-2
15481,100000,1,1,1,33,2,2,0,0,0,0
15482,150000,1,1,1,37,-2,-2,-2,-2,-2,-2
15483,20000,1,3,1,39,0,0,-1,0,0,0
15484,500000,1,1,1,45,-1,-1,-2,-2,-2,-2
15485,180000,1,1,1,36,1,-2,-2,-2,-2,-2
15486,230000,1,2,1,29,0,0,0,0,0,0
15487,180000,1,2,2,43,-1,-1,-2,-2,-2,-2
15488,60000,1,2,2,29,1,-2,-2,-2,-2,-2
15489,200000,1,1,1,42,1,-1,-1,-1,-1,-1
15490,30000,1,3,1,28,-1,0,0,0,2,0
15491,20000,1,1,1,31,0,0,0,2,-1,-1
15492,110000,1,1,1,41,0,0,0,0,0,0
15493,80000,1,3,1,41,0,0,0,0,0,0
15494,160000,1,2,1,35,0,0,0,-2,-2,-2
15495,20000,1,2,2,35,0,0,0,0,0,0
15496,30000,1,3,2,30,1,2,2,2,2,2
15497,30000,1,2,1,48,0,0,0,-1,-1,-1
15498,150000,1,2,1,34,1,2,2,2,2,2
15499,280000,1,2,1,31,0,0,0,0,0,0
15500,50000,1,2,2,33,1,2,0,0,0,0
15501,50000,1,2,1,28,2,2,2,0,0,0
15502,280000,1,1,1,34,1,-1,-1,2,-1,-1
15503,200000,1,2,1,41,0,0,2,0,0,0
15504,210000,1,3,1,47,-2,-2,-2,-2,-2,-2
15505,360000,1,3,1,27,-2,-2,-2,-2,-2,-2
15506,50000,1,3,1,29,1,2,2,2,0,0
15507,90000,1,2,2,33,0,0,0,0,0,0
15508,270000,1,2,1,35,0,0,0,0,0,0
15509,50000,1,3,1,44,-1,-1,-1,-1,-1,-1
15510,80000,1,2,2,43,0,0,0,-2,-2,-2
15511,160000,1,3,1,38,0,0,0,0,0,0
15512,200000,1,2,1,36,-1,-1,-1,-1,-1,-1
15513,30000,1,2,1,37,2,2,2,2,2,2
15514,260000,1,2,2,32,0,0,0,0,0,0
15515,520000,1,2,1,34,-1,-1,-1,-1,-1,-1
15516,140000,1,3,1,37,-1,-1,-1,-1,-1,-1
15517,20000,1,2,2,34,0,0,0,0,0,0
15518,50000,1,3,1,41,2,2,2,2,-2,-2
15519,50000,1,2,2,31,0,0,0,-1,0,0
15520,170000,1,3,1,42,0,0,0,0,0,0
15521,180000,1,2,2,32,0,0,0,0,-1,0
15522,360000,1,2,1,35,-2,-2,-1,2,2,-2
15523,220000,1,2,1,39,1,2,0,0,0,0
15524,500000,1,1,1,48,0,0,0,0,0,0
15525,80000,1,2,2,36,0,0,2,2,0,0
15526,150000,1,2,1,40,0,0,0,0,0,0
15527,140000,1,3,1,47,-1,-1,-1,2,0,0
15528,190000,1,2,2,39,0,0,0,0,0,0
15529,200000,1,1,2,32,0,0,0,0,0,0
15530,260000,1,1,2,33,0,0,0,0,0,0
15531,210000,1,1,2,30,0,0,0,0,0,0
15532,240000,1,2,1,38,2,2,-1,-1,0,0
15533,140000,1,1,1,39,1,-2,-2,-2,-2,-2
15534,200000,1,1,1,34,-2,-2,-2,-2,-2,-2
15535,200000,1,2,2,35,0,0,0,0,0,0
15536,500000,1,1,2,41,-1,-1,-2,-2,-2,-2
15537,50000,1,2,1,39,2,2,2,2,2,2
15538,130000,1,2,2,38,1,-2,-2,-2,-1,-1
15539,230000,1,2,2,31,0,0,0,0,0,0
15540,260000,1,1,2,34,-2,-2,-1,-1,-2,-2
15541,260000,1,2,1,46,0,0,0,0,0,0
15542,160000,1,2,2,30,-2,-2,-2,-2,-2,-2
15543,250000,1,2,1,40,1,2,0,0,0,0
15544,180000,1,1,2,30,1,-2,-2,-2,-2,-2
15545,20000,1,1,1,32,2,0,0,0,0,2
15546,270000,1,1,1,37,2,0,0,0,0,0
15547,280000,1,1,1,47,-1,-1,-1,-1,-1,-1
15548,30000,1,2,2,30,0,0,0,0,0,0
15549,450000,1,2,2,36,-2,-2,-2,-2,-2,-2
15550,360000,1,1,1,33,0,0,0,0,0,0
15551,20000,1,2,2,36,2,2,2,0,0,0
15552,200000,1,3,2,40,-1,-1,-1,-1,-1,-1
15553,500000,1,1,1,46,0,0,0,0,0,0
15554,200000,1,1,1,42,-2,-2,-2,-2,-2,-2
15555,450000,1,3,1,39,0,0,0,-1,-1,0
15556,20000,1,2,2,37,2,2,2,-1,0,-1
15557,500000,1,1,1,42,0,-1,-1,0,0,0
15558,260000,1,1,2,31,0,0,0,0,0,0
15559,60000,1,1,1,38,2,2,2,0,0,2
15560,10000,1,2,1,37,0,0,0,-1,-1,-1
15561,240000,1,2,1,34,0,0,0,0,0,0
15562,480000,1,1,1,43,0,0,0,0,0,0
15563,520000,1,1,1,38,0,0,0,0,0,0
15564,20000,1,2,1,42,2,0,0,0,0,0
15565,180000,1,1,2,33,0,0,0,2,0,0
15566,290000,1,2,1,43,-1,-1,2,0,0,0
15567,50000,1,3,2,40,0,0,0,0,0,0
15568,500000,1,1,2,39,0,0,0,0,0,0
15569,100000,1,2,2,40,0,0,0,0,0,0
15570,300000,1,1,1,39,-1,-1,-1,-1,-1,-1
15571,130000,1,1,1,40,2,2,2,2,2,2
15572,500000,1,1,1,50,-1,-1,-1,-1,0,0
15573,220000,1,2,1,55,-1,-1,-1,-1,-1,-1
15574,260000,1,3,1,63,0,0,0,0,0,2
15575,50000,1,2,1,51,0,0,0,0,0,0
15576,110000,1,2,2,55,0,0,0,0,2,0
15577,350000,1,1,1,49,-2,-2,-2,-2,-2,-2
15578,180000,1,2,1,48,-1,-1,-1,-1,-1,-1
15579,120000,1,3,2,50,0,0,0,2,0,0
15580,460000,1,2,1,51,-1,-1,-1,-1,0,-1
15581,250000,1,2,1,52,2,2,2,2,0,0
15582,50000,1,2,1,58,-1,0,0,0,0,0
15583,350000,1,1,1,56,0,0,0,0,0,0
15584,20000,1,3,1,52,0,0,3,2,0,0
15585,290000,1,2,1,49,-2,-2,-2,-2,-2,-2
15586,500000,1,1,1,50,2,2,2,2,2,2
15587,240000,1,1,2,57,0,0,0,0,0,0
15588,50000,1,2,2,52,0,0,0,-1,0,0
15589,180000,1,1,1,50,0,0,0,0,0,0
15590,500000,1,3,1,52,-1,-1,-1,-1,-1,-1
15591,110000,1,2,2,51,0,0,0,0,0,0
15592,500000,1,2,1,53,-2,-2,-2,-1,-1,0
15593,30000,1,2,1,53,0,0,0,0,0,0
15594,600000,1,1,1,53,2,2,2,0,0,0
15595,80000,1,1,1,60,0,0,0,0,0,-2
15596,270000,1,1,1,61,0,0,0,0,0,0
15597,30000,1,3,2,56,0,0,0,0,0,0
15598,20000,2,2,2,22,1,2,0,0,2,2
15599,20000,2,1,2,23,2,0,0,0,0,0
15600,90000,1,3,1,56,2,0,0,2,2,0
15601,160000,1,2,1,59,-1,-1,-1,-1,-1,-1
15602,90000,2,2,2,23,0,0,0,0,0,0
15603,60000,2,2,2,24,1,-1,3,2,0,-1
15604,20000,2,3,2,24,-1,-1,-2,-2,-1,0
15605,120000,2,2,2,25,-1,-1,-1,-1,-1,0
15606,20000,2,2,1,27,0,0,0,0,-1,0
15607,130000,2,2,2,28,0,0,0,0,0,0
15608,90000,2,2,2,27,0,0,0,0,0,0
15609,430000,2,1,2,27,-2,-2,-2,-2,-2,-2
15610,360000,2,1,2,27,-2,-2,-2,-2,-2,-2
15611,10000,2,1,2,22,0,0,0,0,0,-2
15612,210000,2,2,2,25,-1,-1,0,0,-1,-1
15613,120000,2,3,1,30,-2,-2,-2,-2,-2,-2
15614,120000,2,2,1,30,0,0,0,0,0,0
15615,100000,2,1,2,30,2,2,2,2,0,0
15616,60000,2,2,2,28,2,0,0,0,2,-1
15617,20000,2,1,2,25,-2,-2,-2,-1,-1,-1
15618,200000,2,2,2,26,-2,-2,-2,-2,-2,-2
15619,90000,2,3,2,26,0,-1,0,0,0,-1
15620,220000,2,1,2,28,0,0,-1,-1,-1,0
15621,180000,2,2,1,40,0,0,0,0,-2,-2
15622,320000,2,1,2,31,0,0,0,0,0,0
15623,280000,2,2,2,29,-1,-1,-1,-1,0,0
15624,130000,2,2,2,30,-1,-1,2,-1,0,-1
15625,280000,2,1,2,30,1,-1,-1,-1,0,0
15626,50000,2,2,1,30,0,0,0,0,-1,-1
15627,200000,2,2,2,33,-1,2,2,-2,-2,-1
15628,320000,2,1,2,33,-2,-2,-2,-2,-2,-2
15629,90000,2,2,1,37,-1,2,-1,2,-1,-1
15630,180000,2,2,1,34,2,-1,-1,-2,-2,-1
15631,140000,2,2,1,35,0,0,0,0,0,0
15632,330000,2,1,2,36,0,0,0,0,0,0
15633,90000,2,2,2,25,1,-1,-1,-1,-1,2
15634,180000,2,2,2,27,0,0,0,0,0,0
15635,200000,2,1,1,38,-2,-2,-2,-2,-2,-2
15636,270000,2,2,1,38,-1,0,0,0,-1,0
15637,60000,2,1,2,23,0,0,0,0,0,0
15638,80000,2,2,2,26,0,0,-1,-1,-2,-2
15639,250000,2,1,2,29,2,-1,-1,-1,-1,0
15640,270000,2,2,1,32,2,0,0,0,0,0
15641,170000,2,1,2,40,0,0,0,0,0,0
15642,250000,2,2,1,36,0,0,0,0,-1,0
15643,360000,2,2,1,38,-1,-1,-1,0,-1,0
15644,310000,2,2,1,34,0,0,0,0,0,0
15645,200000,2,2,1,39,1,-1,0,0,-1,-1
15646,130000,2,3,1,42,1,-2,-2,-2,-2,-2
15647,310000,2,2,1,49,0,0,0,0,0,0
15648,200000,2,2,2,34,0,0,0,-2,-2,-2
15649,190000,2,2,1,35,0,0,0,0,0,0
15650,210000,2,2,1,36,-1,-1,-1,-2,-2,-2
15651,100000,2,2,1,36,-1,0,-1,-1,-1,-1
15652,90000,2,2,1,39,1,2,2,2,0,0
15653,290000,2,2,2,41,0,0,0,0,0,0
15654,200000,2,2,1,42,-1,-1,-1,-1,-2,-2
15655,120000,2,1,2,40,-1,-1,-1,-1,0,0
15656,130000,2,2,1,37,0,0,0,2,0,0
15657,150000,2,3,1,46,0,0,0,0,0,0
15658,220000,2,1,1,37,-2,-2,-2,-2,-2,-2
15659,200000,2,2,1,37,0,0,0,-1,-1,0
15660,120000,2,3,1,37,-2,-2,-2,-2,-2,-1
15661,200000,2,2,2,37,1,-1,-1,-2,-2,-2
15662,100000,2,2,1,41,-1,-1,-1,-1,-1,-1
15663,130000,2,2,2,43,0,0,0,0,0,0
15664,10000,2,2,2,55,1,2,0,0,0,0
15665,150000,2,2,1,45,0,0,0,0,0,0
15666,60000,2,3,1,42,0,0,0,0,-2,-1
15667,130000,1,3,2,27,1,2,0,0,0,0
15668,50000,1,1,2,22,0,0,-1,0,0,0
15669,410000,1,1,2,27,0,-1,-1,0,-1,-1
15670,210000,1,1,2,29,-2,-2,-2,-2,-2,-2
15671,140000,1,2,2,30,-1,-1,-1,0,0,0
15672,80000,1,3,1,31,2,0,0,2,0,0
15673,30000,1,2,2,31,1,2,2,2,2,2
15674,200000,1,1,1,32,-1,2,-1,2,-1,-1
15675,550000,1,1,2,31,1,2,2,-2,-1,-1
15676,80000,1,2,2,24,1,-2,-2,-1,2,2
15677,50000,1,1,2,25,0,0,0,0,0,0
15678,30000,1,1,2,26,1,2,2,0,0,0
15679,100000,1,1,2,26,-1,0,0,0,0,0
15680,70000,1,1,2,27,0,0,-2,-2,-2,-1
15681,220000,1,1,2,32,-1,-1,0,-1,-1,-1
15682,30000,1,2,2,25,1,-1,2,2,-1,0
15683,250000,1,2,2,28,-2,-2,-2,-2,-2,-2
15684,20000,1,3,2,28,1,2,0,0,0,2
15685,210000,1,2,2,29,0,0,0,0,0,0
15686,360000,1,1,2,29,1,-2,-2,-2,-2,-2
15687,170000,1,2,2,29,0,0,0,0,-1,0
15688,10000,1,2,2,29,0,0,0,-1,0,0
15689,280000,1,2,2,30,0,0,0,0,0,0
15690,30000,1,2,2,22,0,0,0,0,0,0
15691,20000,1,2,2,24,0,0,0,0,0,2
15692,10000,1,1,2,26,0,0,0,0,0,0
15693,80000,1,2,2,26,0,0,-1,-1,-1,-1
15694,360000,1,1,2,29,0,0,0,0,0,0
15695,250000,1,1,2,31,1,-2,-1,-1,-1,-1
15696,170000,1,2,2,33,-1,-1,-1,-1,-1,-1
15697,80000,1,1,2,33,0,0,0,0,0,0
15698,130000,1,2,1,33,0,0,0,0,0,0
15699,260000,1,2,2,34,0,0,0,0,0,0
15700,20000,1,2,1,31,1,4,3,2,0,0
15701,400000,1,1,1,32,2,2,0,0,-2,-2
15702,220000,1,1,1,33,-1,-1,-1,-1,-1,-1
15703,180000,1,3,2,27,0,0,0,0,0,0
15704,10000,1,2,2,29,0,0,0,0,0,0
15705,500000,1,3,2,53,-1,-1,-1,-1,-1,2
15706,50000,1,2,2,35,0,0,0,0,0,0
15707,180000,1,2,1,36,-2,-2,-2,-2,-2,-2
